X0,X1,X2,X3,X4,X5,Y
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02474829128511088,-0.23220920747710944,0.020206025189854752,0.27449232787250527,-0.7027162022315739,0.5895510603988281,-0.20602927766869714
-0.15417773709655344,-0.6163674641320568,0.3875657838889847,0.28236633907439757,0.381671876982286,-0.20509612004011357,-0.6694129827218676
-0.055622382531803696,0.22107486138461213,-0.4435518395386001,-0.09544730390223949,-0.15543503599192995,-1.1213990793643336,1.097270140719218
-0.1612714047103959,0.42482845683392406,0.022875888173364216,0.1572130819381967,-0.4965237351865056,0.1953548736687462,0.11217444464788928
-0.10784550845919218,0.12927223981909658,0.288717454589683,0.21971986087991807,0.19371078615704007,0.5809377077053829,0.2110657176280284
0.09937062720102134,-0.7343186597421478,0.2710788823700209,0.25346845081154484,0.3902032424823746,0.16330543011723073,1.1386795249639157
-0.12502919708075821,0.31184036908652474,0.17665696133039732,0.7286208720008913,-0.5226040603936758,-0.7726173311208688,1.1033596066967104
-0.22215740012906904,0.13036225385023956,-0.2408586429264603,0.12878271563362503,0.4313380917488008,0.5529018578236731,-0.45794324809163406
-0.39672299625033947,-0.20840452901578665,-0.9023291824762861,-0.5806955975255488,-0.20439236104538688,0.34496644977502955,1.1915897232857464
-0.3160105309791316,-0.03768132859735321,-0.0988733653373092,-0.758956870831603,-0.08485024101973926,-0.7755778577240795,-1.0580351351863142
0.2948798042521556,0.9086138669381163,0.20125459955889172,0.05919770689201301,0.18259878555311415,-0.42877209942155514,-0.7656705808723041
0.39529578391023673,0.13984892529514248,-0.13376001204557295,0.11531094242373144,0.4253176938248243,1.1265768632974167,0.08261300450480835
0.40048815682476085,-0.5637142136151214,0.7279103866916552,0.8053293641369428,-0.3718351294110259,0.47770271106786777,0.45594264313231825
0.4346027845431833,-0.1940594637236713,0.7175281766967706,0.42155274231040174,-0.629264062774633,-0.9019913546385974,-0.2121697550901785
0.1951340532404616,0.02454527349881394,0.25164593382743067,0.761010997678268,-0.17217869455153417,-0.2886809620871166,-1.4183696043493663
-0.30814915077747496,0.1734333353624299,0.1687000618104533,0.46109470299794875,-0.4486243989500965,-0.04034484600056238,-1.293972656218323
-0.5591282818015524,-0.14729498372051514,-0.22364997996110428,-0.3759873321324324,0.4683582921250343,-0.10627436168429366,-1.1365036828723045
-0.4210211895269719,-0.2484735226281951,0.1991435249435885,-0.0039152902945539525,0.05941842184159468,-0.9444098332832874,0.27058962994436153
-0.34062545835802593,-0.42131198504291545,-0.1397548689174759,-0.09079399743713729,-0.45673785788937565,-0.9376002317000349,0.6413973041647512
-0.3261274507331356,-0.1410338373358894,0.1801997148177623,0.5229698605413432,-1.3343965410168748,-0.2929435751861722,-0.27122502862497505
-0.4148581018235013,0.5334113643468313,-0.22907568623837074,0.47578295126067194,0.38520499926237717,-0.1863935626307211,-1.0814244049730537
-0.3886458020979169,-0.22439174867763162,-0.5297111007197534,-0.13551333418406591,0.2154658491171326,0.6743974817818177,1.2100014549503038
-0.5546271516556052,-0.10427844406682797,-0.2341958864728569,-1.0705788570863923,0.9343509545135975,-0.7044427412535827,0.4328960134756592
-1.1997671197238287,-0.12560491509127625,-0.9883080086893501,-0.480381769261756,0.454061189620062,0.025389588833019228,1.0200121236964812
-1.0495475470987987,-0.9278043017891434,-1.1756652930841813,-0.38148247780332833,0.4810109516747865,-0.1373376156030108,0.41014561223543544
-0.8860114981897619,-0.0218580946191117,-0.4373674827663726,-0.9669022620635712,-0.07478023329942923,-1.3791364702620277,-0.5782630265043388
-0.8473739929404301,-0.6757403640609713,-0.9642602132997418,-0.4022988301386357,-0.3399030491025586,-0.364225443692816,-0.1471352273484939
-0.5142567651704022,0.0952485071546959,-0.14910149565692987,-1.0169576254357657,-0.07624475233539657,-0.9975336807033386,-1.3369639697686184
