X0,X1,X2,X3,Y
0.0,0.0,0.0,0.0,0.0
0.21882223589777217,-0.1838933257339416,-0.2796401272273886,-0.27681382181314346,0.46011544981992847
0.4839245259358144,-0.3917891534790669,-0.19790652242222426,-0.31163789581613205,-0.10345854683439343
0.2575268092433455,-0.9196808646511024,0.5068319023386513,-0.33736126847883774,0.6337737639995921
0.2846916501292897,0.3981441939539572,0.012721163929686918,-0.3333620979076305,-0.044471697035020685
-0.17978742515487414,0.5732183983609513,0.1439511427413448,-0.08552218808853787,0.7074574898152821
-0.6720198124651583,0.870238472874237,0.18153495842822803,-0.0537710577905987,0.12397206066594747
0.16453718082454366,-0.2670207085955277,-0.5634065454541228,0.4739855155506564,-0.24019017125555786
-0.18429306122901476,0.3231323088681573,0.27846833961977147,-0.14491032675129228,-0.15384668799270423
-0.6063623626664311,-0.5015472349125852,-0.2706996290989584,0.24257178962937181,-0.3182024881836747
-0.5278904738322953,-0.23129955777522054,-0.8518391484563137,-0.05651858795013358,-0.9235268855051907
-0.7107168494451743,-0.07849487531726873,-1.01631587215973,-0.15241040670894423,-0.65003553650444
-0.442599899183047,-0.4624782011625496,-0.5437619349603163,-0.416739508386226,0.034360115553925985
-0.2219158492279028,-0.21404814938788297,-0.3183394437528996,0.1287654425868926,-0.6087926346361718
-0.6842755791100967,-0.8037541342676253,-0.08290135558171563,1.3409783094131564,-0.13103878336574376
-0.45182861356450926,-0.4273203703943902,-0.7966575229538377,0.336567719447063,0.0276950634475307
0.06674062200133316,-0.2953575018732274,-0.6621094309460216,-0.2574752044303246,-0.3778537101523053
-0.47353852476104175,-0.42838064486667243,-0.3609014215006836,0.635831375001975,-0.1913490517380772
-0.4541197678992612,-0.31303786125876387,-0.5075106382203838,0.5453709821700137,-0.2442533020694168
-0.04071767153633574,0.4920736540272974,-0.7416386106734774,0.12351173635405921,-0.47206577144780865
0.42756870277749404,-0.4143433394923668,-0.7125557573578839,1.023853536777356,0.5855356121949615
0.644101257259972,-0.4236211323035803,-0.13962867642681076,0.24194354897541523,-0.6008846741046366
0.03621185513850572,0.010561802049105534,-0.07078532194269466,-0.14132992632728986,0.6447056268245213
-0.28939994694625837,0.6971674423651136,-0.13247850384599041,-0.17695949575201822,-1.3382910095336773
-0.09104149324316596,0.8364191048379023,0.2761102037481041,-0.1368294139148113,0.26829409254147196
0.1803903515696397,0.15641094986913381,-0.3176632339458152,-0.26140090633978097,0.4069720884213477
-0.183351120421754,0.2198161260750977,-0.0011827072066942085,-0.2398275648756753,1.1714141817907682
-0.42957368317439615,-0.18195497854319004,0.13286256179135392,-0.4598685584122142,0.8378605160156107
-0.8045914420369317,-0.03586223239514162,0.24239607848481065,-0.4792810954141845,0.16797312451203328
