X0,X1,X2,X3,X4,Y
0.0,0.0,0.0,0.0,0.0,0.0
0.0914151239263294,0.30018047832258293,-0.5199920531202478,0.3762258865564856,-0.7804140754615346,-0.651089753431159
0.129767244876515,0.04812861135408212,-0.31411891210786547,-0.1911273318681406,0.14376236869703232,0.7118900685072278
0.14957645414487983,0.26486408382672727,0.4693849298516568,-0.31965267947625425,0.021852748789853355,-0.5030894720270841
0.41311154453706156,0.01580092706882366,0.11585252346237059,-0.1399397758482129,0.6767705074102748,0.01224431380143172
0.2846131978881294,0.46079060094357643,-0.14131101820540362,0.15407808928004318,0.2114340540233436,0.18448921769765406
0.9271074781492676,-0.0341291728957373,-0.24560081365392888,-0.0951137908273629,0.1898673617480368,0.9332629938049622
0.8929232408528052,0.22647200061306472,-0.4937584825774427,0.2431725286820118,0.19906134301980533,0.21915257587737252
0.6932703286661969,0.5824282681679744,-0.032046883239872925,0.20071143899813754,0.1510681181482989,0.34327993342109
0.8969443975877653,0.5316099566757118,0.024175469772483853,0.5437294244194033,-0.5956810812382157,0.3080776112383727
0.7558326012999267,0.4281097380619857,-0.3121862831899258,0.8637815028316143,-0.33666225836830377,1.0193849742945595
0.25097166981518526,0.5186007868219582,-0.26109839994986517,0.44854380157470414,0.1596161186411717,0.9554848850928368
0.146354148140654,0.4937733543919727,-0.30950541631724315,0.18277866345833316,-0.614713889315115,-0.06905991575395837
-0.1294815376598294,0.1447827833126185,0.1557287471317091,0.5230808188230937,-0.294703225061511,0.47974479265023795
0.05819558053037163,0.10502117242706696,-0.10795464572060648,-0.19237898477035126,-0.08293003977334507,0.06740324696659653
-0.30055631314634024,-0.1528435877628666,0.21109984667660897,0.057508233704608454,0.149116805274121,0.23906671328281354
-0.10094078045450436,-0.3496531127054656,0.014087211748270885,-0.10830907824399293,-0.5904938349125683,-0.8132942775341677
-0.49775066416082503,0.09934522241667204,-0.49439725027625964,-0.5370181784967571,-0.14563013691644755,0.3723642465260089
-0.6046298554792529,-0.6720974705004459,0.22043860915066538,-0.03250241193871599,-0.5777677220747364,-0.26108033580763795
-0.3525374142420342,-0.18900845586920878,-0.7975286288509748,-0.24095449431731178,-0.14948453861845162,-1.2032478801261541
-0.33089856192787337,-0.11845196400333895,-0.5040049431871936,-0.08576336972522725,0.3217001049879763,-0.3242700811401518
-0.6379478097144329,-0.11054046356801796,-0.06156366547799999,0.48444904809450523,0.132442521090954,0.06979014385484925
-0.19895694234856437,-0.6386692989285587,-0.6128506268048255,-0.42590060834621896,-0.18054938745350718,-0.6203866838474155
-0.008411658304243091,-0.7076966832102017,-0.2949665365908343,-0.725566281947296,-0.1197347117418521,-0.15577540780666627
0.5906076092032929,0.16071677832785272,1.3684412720264145,-0.7496635896178465,-0.9708051269288575,-0.5792018316594121
0.34672528061019514,0.10952584589805253,0.20285375151808166,0.024042034597372253,0.9737686011256234,-0.033873048333184747
0.29913482949858866,-0.46183800951562576,-0.4569707509574813,-0.1397602406803061,0.05962848027990447,0.9678456592977899
0.3382171859404544,-0.02023734171650765,0.3542785302242844,-0.7048965113246227,-0.5688350052759413,-0.7278277111329065
0.9767581056710037,0.5383259930588107,-0.30440978054490775,-0.3712895420930644,0.5143406172394114,-0.03315960954601058
0.9297667363735767,0.3241397852308461,-0.11170419723118934,0.4475918771222376,-0.3037573043542751,-0.34736154937037594
0.5463854640776908,1.1894965443883199,0.05278269969170294,0.22606653804479834,-0.09213700933642877,0.5040884825995349
0.9381859865897383,0.16346038611311958,0.12552606058943905,1.0372637562181155,0.1926156552613266,1.6683455384832593
0.9931563177563101,0.015647912255576935,-0.5745766976834185,0.7421013659490597,0.7396767125490945,0.33584179050331797
0.8782001214155137,0.15307551783639078,0.5583491368160756,-0.35006685145454214,0.02750003880225038,0.03628138693382696
0.8766635613994923,0.6619498923688816,0.08578329178256637,0.6395305034436821,0.2595736174871285,0.32410220368753984
0.26161193109018555,0.18870602872254683,0.001375786569710935,-0.15655027798501042,-0.31694763005847376,0.4881623553409157
0.5363826937969894,0.1692197556918783,-0.6627836228988687,-0.099314758972158,-0.13051892311689997,0.5865080493625817
0.6978173248981673,0.2600273445782335,0.4698639668517112,-0.19376716682234207,-0.3546569759117473,0.2099077969282782
0.7507893324342806,0.45488630759005005,-0.4012348460611699,0.2213050043446788,1.1949352017542527,1.062311296798896
0.4948163272666346,-0.13490320127423294,-0.26406213459293904,-0.00883965179036958,-0.03425193698833176,0.9877387270605554
